soldier_id,unit_id,date,terrain_type,threat_level,duty_hours,weekly_overtime_hrs,consecutive_duty_days,night_shift,rest_interval_hrs,is_rest_day,deployment_duration_days,leave_used_ytd,leave_entitlement_annual,days_since_last_leave,rejected_leave_requests_ytd,transfers_last_2yrs,days_since_last_transfer,form_submitted,sleep_hours,sleep_quality,fatigue_level,energy_level,mood_score,stress_perception,_latent_strain,duty_hours_roll7,duty_hours_roll30,duty_baseline,workload_spike_ratio,workload_vs_baseline_pct,high_intensity_days_14d,rest_days_14d,recovery_deficit_ratio,wellness_index,wellness_baseline,wellness_roll14,wellness_roll21,wellness_deviation_z,leave_utilization_rate
SLD-00001,UNIT-001,2026-06-17,normal,low,9.36,12.06,3,1,5.56,0,180,3,30,46,1,4,131,1,3.507993423240344,3.0,3.0,3.0,3.0,4.0,0.5776763971830878,11.92,11.325384615384614,11.291428571428572,1.0525028866399513,0.05566801619433194,10.0,2.0,3.3333333333333335,2.8,2.2476190476190476,2.076923076923077,2.076923076923077,-0.3019219020832799,0.1
SLD-00001,UNIT-001,2026-06-18,normal,low,8.43,14.5,4,0,6.06,0,181,3,30,47,1,4,132,1,4.673299536720223,3.0,3.0,3.0,2.0,4.0,0.5776763971830878,11.504285714285714,11.118571428571428,11.291428571428572,1.0346909931902866,0.018851214574898766,10.0,2.0,3.3333333333333335,2.6,2.2476190476190476,2.1142857142857143,2.1142857142857143,-0.2358359921852231,0.1
SLD-00001,UNIT-001,2026-06-19,normal,low,10.97,10.86,5,0,7.64,0,182,3,30,48,1,4,133,1,4.949124561715975,2.0,4.0,3.0,2.0,4.0,0.5776763971830878,11.714285714285714,11.108666666666666,11.291428571428572,1.0545177081815142,0.0374493927125505,10.0,1.0,5.0,2.2,2.2476190476190476,2.1142857142857143,2.12,-0.2358359921852231,0.1
SLD-00001,UNIT-001,2026-06-20,normal,low,11.15,12.37,6,0,7.53,0,183,3,30,49,1,4,134,1,4.693183562640156,4.0,4.0,2.0,2.0,4.0,0.5776763971830878,11.605714285714287,11.11125,11.291428571428572,1.0445012294489178,0.02783400809716605,10.0,1.0,5.0,2.4,2.2476190476190476,2.1285714285714286,2.1375,-0.21056785016537788,0.1
SLD-00001,UNIT-001,2026-06-21,normal,low,10.96,9.78,7,0,7.21,0,184,3,30,50,1,4,135,1,5.131146561964573,3.0,3.0,4.0,2.0,3.0,0.5776763971830878,10.881428571428572,11.102352941176472,11.291428571428572,0.9801011217245189,-0.036310728744939284,11.0,1.0,5.5,3.0,2.2476190476190476,2.1571428571428575,2.1882352941176473,-0.1600315661256866,0.1
SLD-00001,UNIT-001,2026-06-22,normal,low,12.09,12.25,0,1,39.54,1,185,3,30,51,1,4,136,1,4.7640884334949725,3.0,3.0,3.0,2.0,3.0,0.5776763971830878,10.765714285714285,11.157222222222224,11.291428571428572,0.9649099095894892,-0.04655870445344138,11.0,2.0,3.6666666666666665,2.8,2.2476190476190476,2.1714285714285713,2.2222222222222223,-0.1347634241058421,0.1
SLD-00001,UNIT-001,2026-06-23,normal,low,11.95,15.7,1,0,7.16,0,186,3,30,52,1,4,137,1,4.541910494017369,4.0,4.0,2.0,1.0,4.0,0.5776763971830878,10.70142857142857,11.198947368421052,11.291428571428572,0.9555745035113395,-0.05225202429149812,11.0,2.0,3.6666666666666665,2.2,2.2476190476190476,2.1714285714285713,2.2210526315789476,-0.1347634241058421,0.1
SLD-00001,UNIT-001,2026-06-24,normal,low,12.09,8.79,2,0,5.35,0,187,3,30,53,1,4,138,0,4.541910494017369,4.0,4.0,2.0,1.0,4.0,0.5776763971830878,11.09142857142857,11.243500000000001,11.291428571428572,0.986474725079252,-0.017712550607287544,11.0,2.0,3.6666666666666665,2.2,2.2476190476190476,2.1714285714285717,2.2199999999999998,-0.13476342410584133,0.1
SLD-00001,UNIT-001,2026-06-25,normal,low,12.25,12.88,0,0,47.14,1,188,3,30,54,1,4,139,1,4.104337168724128,3.0,3.0,4.0,2.0,4.0,0.5776763971830878,11.637142857142859,11.291428571428572,11.291428571428572,1.0306174089068827,0.030617408906882703,11.0,3.0,2.75,2.8,2.2476190476190476,2.2142857142857144,2.2476190476190476,-0.05895899804630558,0.1
SLD-00001,UNIT-001,2026-06-26,normal,low,10.84,11.19,0,0,33.18,1,189,3,30,55,1,4,140,1,4.414752213176826,4.0,3.0,3.0,2.0,2.0,0.5776763971830878,11.61857142857143,11.270909090909091,11.291428571428572,1.0308459889843984,0.028972672064777428,12.0,4.0,2.4,3.2,2.2476190476190476,2.257142857142857,2.295238095238095,0.016845428013230166,0.1
SLD-00001,UNIT-001,2026-06-27,normal,low,11.71,14.84,1,1,8.43,0,190,3,30,56,1,4,141,1,4.113817478395839,4.0,4.0,2.0,2.0,4.0,0.5776763971830878,11.698571428571428,11.290000000000001,11.291428571428572,1.0361887890674426,0.036057692307692256,12.0,4.0,2.4,2.4,2.2476190476190476,2.257142857142857,2.304761904761905,0.016845428013230166,0.1
SLD-00001,UNIT-001,2026-06-28,normal,low,12.28,16.41,2,1,4.5,0,191,3,30,57,1,4,142,0,4.113817478395839,4.0,4.0,2.0,2.0,4.0,0.5776763971830878,11.887142857142859,11.331249999999999,11.291428571428572,1.0490583878338984,0.052758097165992016,12.0,3.0,3.0,2.4,2.2476190476190476,2.357142857142857,2.2952380952380955,0.19372242215214772,0.1
SLD-00001,UNIT-001,2026-06-29,normal,low,14.68,9.38,3,0,6.02,0,192,3,30,58,1,4,143,1,4.7854478272856,3.0,5.0,1.0,2.0,4.0,0.5776763971830878,12.257142857142856,11.4652,11.291428571428572,1.0690736190509418,0.08552631578947356,12.0,3.0,3.0,1.8,2.2476190476190476,2.4142857142857146,2.257142857142857,0.2947949902315295,0.1
SLD-00001,UNIT-001,2026-06-30,normal,low,12.26,11.98,4,1,6.49,0,193,3,30,59,1,4,144,1,4.091066961563979,4.0,5.0,1.0,3.0,4.0,0.5776763971830878,12.301428571428572,11.49576923076923,11.291428571428572,1.0700831170569203,0.0894483805668016,12.0,3.0,3.0,2.2,2.2476190476190476,2.5,2.2571428571428576,0.446403842350601,0.1
SLD-00001,UNIT-001,2026-07-01,normal,low,9.9,12.73,5,1,9.8,0,194,3,30,60,1,4,145,0,4.091066961563979,4.0,5.0,1.0,3.0,4.0,0.5776763971830878,11.98857142857143,11.436666666666667,11.291428571428572,1.048257484281967,0.06174089068825914,12.0,3.0,3.0,2.2,2.2476190476190476,2.457142857142857,2.257142857142857,0.37059941629106447,0.1
SLD-00001,UNIT-001,2026-07-02,normal,low,15.69,14.59,0,0,24.34,1,195,3,30,61,1,4,146,1,4.646785066244114,2.0,4.0,2.0,2.0,5.0,0.5776763971830878,12.48,11.588571428571429,11.291428571428572,1.0769230769230769,0.10526315789473684,13.0,4.0,2.6,1.8,2.2476190476190476,2.4,2.238095238095238,0.26952684821168343,0.1
SLD-00001,UNIT-001,2026-07-03,normal,low,12.12,15.68,1,0,6.22,0,196,3,30,62,1,4,147,1,6.148613861249733,2.0,4.0,2.0,1.0,3.0,0.5776763971830878,12.662857142857144,11.60689655172414,11.291428571428572,1.0909769968593497,0.12145748987854255,13.0,4.0,2.6,2.0,2.2476190476190476,2.3857142857142857,2.2095238095238097,0.2442587061918382,0.1
SLD-00001,UNIT-001,2026-07-04,normal,low,9.27,13.3,2,0,9.07,0,197,3,30,63,1,4,148,1,4.745365810980332,2.0,3.0,2.0,2.0,3.0,0.5776763971830878,12.314285714285715,11.529,11.291428571428572,1.0681139486760096,0.09058704453441298,12.0,4.0,2.4,2.4,2.2476190476190476,2.385714285714286,2.2095238095238097,0.24425870619183898,0.1
SLD-00001,UNIT-001,2026-07-05,normal,low,14.12,8.78,3,0,6.25,0,198,3,30,64,1,4,149,1,4.172827955687003,3.0,4.0,2.0,1.0,4.0,0.5776763971830878,12.577142857142857,11.644666666666668,11.291428571428572,1.0800775339620017,0.11386639676113351,12.0,4.0,2.4,2.0,2.2476190476190476,2.3142857142857145,2.257142857142857,0.11791799609261196,0.1
SLD-00001,UNIT-001,2026-07-06,normal,low,12.01,13.09,4,0,7.2,0,199,3,30,65,1,4,150,0,4.172827955687003,3.0,4.0,2.0,1.0,4.0,0.5776763971830878,12.195714285714287,11.690333333333333,11.291428571428572,1.0432306708432284,0.080086032388664,12.0,3.0,3.0,2.0,2.2476190476190476,2.257142857142857,2.3047619047619046,0.016845428013230166,0.1
SLD-00001,UNIT-001,2026-07-07,normal,low,13.04,11.81,5,1,8.14,0,200,3,30,66,1,4,151,0,4.172827955687003,3.0,4.0,2.0,1.0,4.0,0.5776763971830878,12.307142857142855,11.853666666666667,11.291428571428572,1.0382561955914784,0.08995445344129534,12.0,3.0,3.0,2.0,2.2476190476190476,2.242857142857143,2.3523809523809525,-0.008422714006615083,0.1
SLD-00001,UNIT-001,2026-07-08,normal,low,9.95,12.48,6,0,5.91,0,201,3,30,67,1,4,152,0,4.172827955687003,3.0,4.0,2.0,1.0,4.0,0.5776763971830878,12.314285714285713,11.772333333333334,11.291428571428572,1.0460361056391296,0.09058704453441283,11.0,3.0,2.75,2.0,2.2476190476190476,2.2285714285714286,2.3142857142857145,-0.03369085602646033,0.1
SLD-00001,UNIT-001,2026-07-09,normal,low,11.83,9.01,7,1,11.28,0,202,3,30,68,1,4,153,0,4.469480874989548,3.0,4.0,2.0,2.0,4.0,0.5776763971830878,11.762857142857142,11.796,11.291428571428572,0.9971903308627621,0.04175101214574884,11.0,2.0,3.6666666666666665,2.2,2.2476190476190476,2.1857142857142855,2.2952380952380955,-0.10949528208599688,0.1
SLD-00001,UNIT-001,2026-07-10,normal,low,14.64,14.6,8,0,5.32,0,203,3,30,69,1,4,154,0,4.469480874989548,3.0,4.0,2.0,2.0,4.0,0.5776763971830878,12.122857142857143,11.922333333333333,11.291428571428572,1.0168191748978508,0.07363360323886635,11.0,1.0,5.5,2.2,2.2476190476190476,2.1142857142857143,2.295238095238095,-0.2358359921852231,0.1
SLD-00001,UNIT-001,2026-07-11,normal,low,15.02,13.8,9,0,7.94,0,204,3,30,70,1,4,155,1,4.322592902261485,3.0,5.0,1.0,1.0,4.0,0.5776763971830878,12.944285714285712,12.045,11.291428571428572,1.0746604993180333,0.1463815789473682,11.0,1.0,5.5,1.6,2.2476190476190476,2.0571428571428574,2.257142857142857,-0.33690856026460414,0.1
SLD-00001,UNIT-001,2026-07-12,normal,low,10.81,11.13,10,1,9.33,0,205,3,30,71,1,4,156,1,3.7699082426999695,4.0,5.0,1.0,1.0,3.0,0.5776763971830878,12.471428571428572,12.088666666666667,11.291428571428572,1.0316628719540537,0.10450404858299592,11.0,1.0,5.5,2.0,2.2476190476190476,2.0285714285714285,2.2095238095238097,-0.38744484430429543,0.1
SLD-00001,UNIT-001,2026-07-13,normal,low,14.28,15.09,11,0,8.14,0,206,3,30,72,1,4,157,0,3.7699082426999695,4.0,5.0,1.0,1.0,3.0,0.5776763971830878,12.795714285714284,12.167666666666666,11.291428571428572,1.0516161098305032,0.13322368421052616,11.0,1.0,5.5,2.0,2.2476190476190476,2.042857142857143,2.1714285714285717,-0.36217670228444937,0.1
SLD-00001,UNIT-001,2026-07-14,normal,low,14.52,15.2,0,0,32.68,1,207,3,30,73,1,4,158,0,3.7699082426999695,4.0,5.0,1.0,1.0,3.0,0.5776763971830878,13.007142857142858,12.117333333333333,11.291428571428572,1.0734327842052316,0.15194838056680166,11.0,2.0,3.6666666666666665,2.0,2.2476190476190476,2.0285714285714285,2.1619047619047618,-0.38744484430429543,0.1
SLD-00001,UNIT-001,2026-07-15,normal,low,18.0,10.31,0,0,28.16,1,208,3,30,74,1,4,159,1,4.256321976911017,2.0,5.0,1.0,2.0,5.0,0.5776763971830878,14.157142857142857,12.287333333333331,11.291428571428572,1.1521737445452926,0.25379554655870434,12.0,3.0,3.0,1.4,2.2476190476190476,1.9714285714285715,2.123809523809524,-0.4885174123836764,0.1
SLD-00001,UNIT-001,2026-07-16,normal,low,11.52,12.88,1,0,9.1,0,209,3,30,75,1,4,160,1,4.343588516966991,4.0,5.0,2.0,2.0,2.0,0.5776763971830878,14.112857142857143,12.258000000000001,11.291428571428572,1.1513180896440807,0.2498734817813765,12.0,2.0,4.0,2.6,2.2476190476190476,2.0285714285714285,2.1142857142857143,-0.38744484430429543,0.1
SLD-00001,UNIT-001,2026-07-17,normal,low,11.77,9.07,2,0,10.11,0,210,3,30,76,1,4,161,1,4.177007715442575,3.0,5.0,1.0,3.0,4.0,0.5776763971830878,13.702857142857143,12.338333333333333,11.291428571428572,1.1105922309488432,0.2135627530364372,12.0,2.0,4.0,2.0,2.2476190476190476,2.0285714285714285,2.0571428571428574,-0.38744484430429543,0.1
SLD-00001,UNIT-001,2026-07-18,normal,low,10.81,8.87,0,0,34.87,1,211,3,30,77,1,4,162,1,5.023298629487054,4.0,4.0,2.0,2.0,3.0,0.5776763971830878,13.101428571428572,12.417666666666666,11.291428571428572,1.0550636382113043,0.16029858299595146,13.0,3.0,3.25,2.6,2.2476190476190476,2.042857142857143,2.0666666666666664,-0.36217670228444937,0.1
SLD-00001,UNIT-001,2026-07-19,normal,low,11.32,16.49,1,1,11.25,0,212,3,30,78,1,4,163,1,6.039500036523273,5.0,4.0,2.0,2.0,4.0,0.5776763971830878,13.174285714285714,12.429333333333334,11.291428571428572,1.059935023140344,0.16675101214574894,13.0,3.0,3.25,2.6,2.2476190476190476,2.085714285714286,2.0761904761904764,-0.2863722762249136,0.1
SLD-00001,UNIT-001,2026-07-20,normal,low,14.74,4.46,0,0,27.87,1,213,3,30,79,1,4,164,0,6.039500036523273,5.0,4.0,2.0,2.0,4.0,0.5776763971830878,13.24,12.549000000000001,11.291428571428572,1.055064148537732,0.17257085020242913,13.0,4.0,2.6,2.6,2.2476190476190476,2.1285714285714286,2.1142857142857148,-0.21056785016537788,0.1
SLD-00001,UNIT-001,2026-07-21,normal,low,10.69,13.83,1,0,7.08,0,214,3,30,80,1,4,165,0,6.039500036523273,5.0,4.0,2.0,2.0,4.0,0.5776763971830878,12.692857142857141,12.54,11.291428571428572,1.0121895648211436,0.12411437246963546,13.0,4.0,2.6,2.6,2.2476190476190476,2.1714285714285717,2.1333333333333333,-0.13476342410584133,0.1
SLD-00001,UNIT-001,2026-07-22,normal,low,11.03,12.7,2,0,4.79,0,215,3,30,81,1,4,166,1,4.417324784045264,3.0,4.0,2.0,3.0,4.0,0.5776763971830878,11.697142857142856,12.504666666666667,11.291428571428572,0.9354222042818299,0.035931174089068665,14.0,4.0,2.8,2.4,2.2476190476190476,2.2,2.142857142857143,-0.08422714006615083,0.1
SLD-00001,UNIT-001,2026-07-23,normal,low,9.8,4.66,3,1,7.4,0,216,3,30,82,1,4,167,1,3.568039973955088,3.0,4.0,3.0,2.0,3.0,0.5776763971830878,11.45142857142857,12.432999999999998,11.291428571428572,0.9210511197159633,0.014170040485829814,13.0,4.0,2.6,2.6,2.2476190476190476,2.2285714285714286,2.1809523809523808,-0.03369085602646033,0.1
SLD-00001,UNIT-001,2026-07-24,normal,low,7.61,10.47,4,0,11.21,0,217,3,30,83,1,4,168,1,4.228598057202086,4.0,5.0,1.0,3.0,3.0,0.5776763971830878,10.857142857142858,12.283666666666667,11.291428571428572,0.8838682416061592,-0.03846153846153845,12.0,4.0,2.4,2.4,2.2476190476190476,2.242857142857143,2.2,-0.008422714006615083,0.1
SLD-00001,UNIT-001,2026-07-25,normal,low,10.74,8.83,0,0,19.94,1,218,3,30,84,1,4,169,0,4.228598057202086,4.0,5.0,1.0,3.0,3.0,0.5776763971830878,10.847142857142858,12.233333333333333,11.291428571428572,0.8866874270144026,-0.039347165991902806,12.0,5.0,2.0,2.4,2.2476190476190476,2.3000000000000003,2.2,0.0926498540727667,0.1
SLD-00001,UNIT-001,2026-07-26,normal,low,11.96,19.59,1,0,9.75,0,219,3,30,85,1,4,170,0,4.228598057202086,4.0,5.0,1.0,3.0,3.0,0.5776763971830878,10.93857142857143,12.270666666666667,11.291428571428572,0.8914406792816009,-0.03124999999999987,12.0,5.0,2.0,2.4,2.2476190476190476,2.3285714285714287,2.219047619047619,0.1431861381124572,0.1
SLD-00001,UNIT-001,2026-07-27,normal,low,10.3,10.55,2,1,6.46,0,220,3,30,86,1,4,171,1,3.4770079845782584,2.0,3.0,2.0,2.0,3.0,0.5776763971830878,10.304285714285713,12.223666666666666,11.291428571428572,0.842978297370051,-0.08742408906882602,12.0,5.0,2.0,2.4,2.2476190476190476,2.357142857142857,2.238095238095238,0.19372242215214772,0.1
SLD-00001,UNIT-001,2026-07-28,normal,low,9.94,11.83,3,1,9.44,0,221,3,30,87,1,4,172,0,3.4770079845782584,2.0,3.0,2.0,2.0,3.0,0.5776763971830878,10.197142857142856,12.145666666666667,11.291428571428572,0.8395704523267165,-0.0969129554655872,11.0,4.0,2.2,2.4,2.2476190476190476,2.3857142857142857,2.257142857142857,0.2442587061918382,0.1
SLD-00001,UNIT-001,2026-07-29,normal,low,9.74,14.06,4,0,8.54,0,222,3,30,88,1,4,173,1,4.70517139027303,4.0,4.0,2.0,2.0,4.0,0.5776763971830878,10.012857142857143,11.981,11.291428571428572,0.8357279979014393,-0.11323380566801618,10.0,3.0,2.5,2.4,2.2476190476190476,2.457142857142857,2.276190476190476,0.37059941629106447,0.1
SLD-00001,UNIT-001,2026-07-30,normal,low,11.1,9.49,5,0,9.64,0,223,3,30,89,1,4,174,0,4.70517139027303,4.0,4.0,2.0,2.0,4.0,0.5776763971830878,10.198571428571428,11.942333333333334,11.291428571428572,0.8539848238957849,-0.0967864372469636,10.0,3.0,2.5,2.4,2.2476190476190476,2.442857142857143,2.2857142857142856,0.34533127427122,0.1
SLD-00001,UNIT-001,2026-07-31,normal,low,10.28,14.8,0,0,31.49,1,224,3,30,90,1,4,175,0,4.70517139027303,4.0,4.0,2.0,2.0,4.0,0.5776763971830878,10.58,11.955,11.291428571428572,0.8849853617733167,-0.06300607287449396,10.0,4.0,2.0,2.4,2.2476190476190476,2.4714285714285715,2.2952380952380955,0.3958675583109105,0.1
SLD-00001,UNIT-001,2026-08-01,normal,low,11.64,16.9,1,0,6.91,0,225,3,30,91,1,4,176,1,4.144967407050349,3.0,5.0,1.0,1.0,4.0,0.5776763971830878,10.70857142857143,11.819999999999999,11.291428571428572,0.9059705100314239,-0.05161943319838048,10.0,3.0,2.5,1.6,2.2476190476190476,2.4,2.2952380952380955,0.26952684821168343,0.1
SLD-00001,UNIT-001,2026-08-02,normal,low,10.78,11.57,0,0,34.09,1,226,3,30,92,1,4,177,1,5.265247358709494,4.0,4.0,2.0,2.0,4.0,0.5776763971830878,10.540000000000001,11.775333333333332,11.291428571428572,0.8950914340712225,-0.06654858299595137,10.0,4.0,2.0,2.4,2.2476190476190476,2.3857142857142857,2.3142857142857145,0.2442587061918382,0.1
SLD-00001,UNIT-001,2026-08-03,normal,low,8.67,13.0,1,0,9.07,0,227,3,30,93,1,4,178,0,5.265247358709494,4.0,4.0,2.0,2.0,4.0,0.5776763971830878,10.307142857142859,11.755333333333333,11.291428571428572,0.8768056647033567,-0.08717105263157884,9.0,3.0,2.25,2.4,2.2476190476190476,2.3714285714285714,2.3333333333333335,0.21899056417199295,0.1
SLD-00001,UNIT-001,2026-08-04,normal,low,14.63,6.74,2,0,9.11,0,228,3,30,94,1,4,179,1,4.490751683930772,3.0,3.0,3.0,3.0,5.0,0.5776763971830878,10.977142857142857,11.772333333333334,11.291428571428572,0.9324526027530246,-0.02783400809716605,9.0,3.0,2.25,2.6,2.2476190476190476,2.371428571428571,2.361904761904762,0.21899056417199217,0.1
SLD-00001,UNIT-001,2026-08-05,normal,low,11.17,8.95,3,0,10.38,0,229,3,30,95,1,4,180,1,4.78367621222432,5.0,4.0,3.0,2.0,4.0,0.5776763971830878,11.181428571428572,11.744333333333334,11.291428571428572,0.9520700966220792,-0.009741902834008047,9.0,3.0,2.25,2.8,2.2476190476190476,2.4,2.4285714285714284,0.26952684821168343,0.1
SLD-00001,UNIT-001,2026-08-06,normal,low,9.88,8.8,4,0,10.86,0,230,3,30,96,1,4,181,1,4.850838324752111,4.0,4.0,3.0,2.0,4.0,0.5776763971830878,11.007142857142856,11.639,11.291428571428572,0.9457120763934064,-0.025177125506072987,9.0,3.0,2.25,2.6,2.2476190476190476,2.3999999999999995,2.4285714285714284,0.26952684821168266,0.1
SLD-00001,UNIT-001,2026-08-07,normal,low,14.34,9.31,5,0,4.9,0,231,3,30,97,1,4,182,1,4.857366175727779,2.0,5.0,1.0,2.0,5.0,0.5776763971830878,11.58714285714286,11.785333333333334,11.291428571428572,0.9831832948135699,0.026189271255060934,10.0,3.0,2.5,1.4,2.2476190476190476,2.3285714285714287,2.4,0.1431861381124572,0.1
SLD-00001,UNIT-001,2026-08-08,normal,low,9.61,6.77,0,0,22.01,1,232,3,30,98,1,4,183,1,3.520620899926974,3.0,3.0,3.0,2.0,4.0,0.5776763971830878,11.297142857142857,11.711333333333334,11.291428571428572,0.9646333628800754,0.0005060728744938938,9.0,3.0,2.25,2.6,2.2476190476190476,2.3428571428571425,2.4,0.16845428013230165,0.1
SLD-00001,UNIT-001,2026-08-09,normal,low,10.07,11.31,1,0,7.01,0,233,3,30,99,1,4,184,0,3.520620899926974,3.0,3.0,3.0,2.0,4.0,0.5776763971830878,11.195714285714287,11.559000000000001,11.291428571428572,0.9685711813923596,-0.008476720647773233,9.0,3.0,2.25,2.6,2.2476190476190476,2.357142857142857,2.4,0.19372242215214772,0.1
SLD-00001,UNIT-001,2026-08-10,normal,low,11.23,15.2,2,0,8.12,0,234,3,30,100,1,4,185,0,3.520620899926974,3.0,3.0,3.0,2.0,4.0,0.5776763971830878,11.561428571428573,11.432666666666666,11.291428571428572,1.0112626308905976,0.023911943319838175,9.0,3.0,2.25,2.6,2.2476190476190476,2.3714285714285714,2.4,0.21899056417199295,0.1
SLD-00001,UNIT-001,2026-08-11,normal,low,14.78,11.51,3,0,9.29,0,235,3,30,101,1,4,186,1,4.137458198240144,4.0,4.0,2.0,3.0,4.0,0.5776763971830878,11.582857142857142,11.565,11.291428571428572,1.0015440676919276,0.02580971659919016,10.0,3.0,2.5,2.6,2.2476190476190476,2.3857142857142857,2.4,0.2442587061918382,0.1
