soldier_id,unit_id,date,p_logreg,p_rforest,p_gboost,anomaly_percentile,risk_score,risk_tier
SLD-00028,UNIT-008,2026-09-02,0.027911296166641175,0.017364268483610747,0.00038135625,21.22905027932961,7.4,low
SLD-00029,UNIT-005,2026-09-02,0.08180299763438739,0.029247773697610818,0.0007865492,6.70391061452514,4.6,low
SLD-00030,UNIT-004,2026-09-02,0.0003063381744227307,0.00062119529066756,7.1666596e-05,36.312849162011176,10.9,low
SLD-00031,UNIT-005,2026-09-02,0.04239325869324577,0.02369239881839497,0.0001999553,70.94972067039106,22.8,low
SLD-00032,UNIT-003,2026-09-02,0.04876865743613982,0.06571423961582765,0.0004741672,43.01675977653631,15.6,low
SLD-00033,UNIT-001,2026-09-02,0.004105308004385754,0.027174460781556466,0.00034514657,81.56424581005587,25.2,low
SLD-00034,UNIT-005,2026-09-02,0.002899624652937794,0.0051819006171789465,0.00010953731,3.35195530726257,1.2,low
SLD-00035,UNIT-008,2026-09-02,0.007831430655921037,0.00424405081497192,0.00012472423,10.614525139664805,3.5,low
SLD-00036,UNIT-001,2026-09-02,0.24067049111229583,0.2660995208901254,0.021514254,12.290502793296088,16.0,low
SLD-00037,UNIT-008,2026-09-02,0.0009440807569459015,0.00047677439272262977,0.0001963477,29.608938547486037,8.9,low
SLD-00038,UNIT-008,2026-09-02,0.5555967689121757,0.6507946420384986,0.36019343,40.22346368715084,48.6,moderate
SLD-00039,UNIT-003,2026-09-02,0.0011002244907211006,0.001143299041932201,0.00012543329,20.670391061452513,6.3,low
SLD-00040,UNIT-006,2026-09-02,0.00147380512529025,0.0020004997092396464,7.657069e-05,70.39106145251397,21.2,low
SLD-00041,UNIT-002,2026-09-02,0.929606336272711,0.8794272534917892,0.49459708,99.4413407821229,83.6,elevated
SLD-00042,UNIT-007,2026-09-02,0.003514529096712966,0.002463127119310881,8.122717e-05,31.28491620111732,9.5,low
SLD-00043,UNIT-007,2026-09-02,0.000652836570419392,0.0029358525402770684,0.00010591496,68.15642458100558,20.5,low
SLD-00044,UNIT-004,2026-09-02,0.001951370130573525,0.002477305328394466,0.00010134318,11.731843575418994,3.6,low
SLD-00045,UNIT-001,2026-09-02,0.024891057704386883,0.0730165411438033,0.0019340677,48.04469273743017,16.7,low
SLD-00046,UNIT-009,2026-09-02,0.00817298886382804,0.007663971066887611,7.7958786e-05,56.424581005586596,17.3,low
SLD-00047,UNIT-005,2026-09-02,0.002389742837857756,0.001775201853007734,5.1510888e-05,75.97765363128491,22.9,low
SLD-00048,UNIT-009,2026-09-02,0.8965738995274161,0.6290805749963836,0.04266192,85.47486033519553,62.2,moderate
SLD-00049,UNIT-007,2026-09-02,0.014431413242039172,0.028694415151699067,0.00025568128,83.79888268156425,26.2,low
SLD-00050,UNIT-008,2026-09-02,0.9978387708334366,0.9891519108357982,0.9717894,98.32402234636871,98.5,high
SLD-00051,UNIT-007,2026-09-02,0.9982959523135946,0.9940865491130576,0.98794866,98.88268156424581,99.2,high
SLD-00052,UNIT-002,2026-09-02,0.21292432047220783,0.1466682315844095,0.006754964,17.318435754189945,13.7,low
SLD-00053,UNIT-004,2026-09-02,0.03660650200270704,0.03393313044162932,0.0033390278,39.10614525139665,13.5,low
SLD-00054,UNIT-005,2026-09-02,0.10239229742521758,0.12367886378724317,0.0034881579,5.58659217877095,7.0,low
SLD-00055,UNIT-005,2026-09-02,0.0008575132374031817,0.007085941211636103,6.6955596e-05,75.41899441340783,22.8,low
SLD-00056,UNIT-001,2026-09-02,0.03918449552029946,0.02652867551212189,0.0003640545,40.78212290502793,13.8,low
SLD-00057,UNIT-005,2026-09-02,0.027642881962138932,0.02694299174068678,0.00044876197,71.50837988826815,22.7,low
SLD-00058,UNIT-002,2026-09-02,0.008679195071417964,0.005878123205190112,0.0007985146,0.0,0.4,low
SLD-00059,UNIT-007,2026-09-02,0.6503992232968553,0.3599783923275577,0.06566399,59.77653631284916,43.0,moderate
SLD-00060,UNIT-007,2026-09-02,0.9938079330137602,0.991257852714592,0.9864732,100.0,99.3,high
SLD-00061,UNIT-009,2026-09-02,0.6977713801940704,0.5875209336917909,0.22566114,62.01117318435754,53.9,moderate
SLD-00062,UNIT-007,2026-09-02,0.033298529593113475,0.04250971230851542,0.00080669223,76.53631284916202,24.7,low
SLD-00063,UNIT-004,2026-09-02,0.005659995126920296,0.00252769048028149,0.0002514494,24.581005586592177,7.6,low
SLD-00064,UNIT-009,2026-09-02,0.876340383739314,0.7634504530006783,0.23533615,63.128491620111724,62.7,moderate
SLD-00065,UNIT-004,2026-09-02,0.33765159475644907,0.1343484707384163,0.017477455,28.49162011173184,20.0,low
SLD-00066,UNIT-003,2026-09-02,0.006560324821709033,0.01956764813777702,0.00012118857,77.09497206703911,23.7,low
SLD-00067,UNIT-009,2026-09-02,0.406524085420929,0.2218180429474954,0.05401482,33.5195530726257,26.0,low
SLD-00068,UNIT-004,2026-09-02,0.00024883765540627023,0.0011442067719497377,0.00011377902,91.06145251396647,27.4,low
SLD-00069,UNIT-001,2026-09-02,0.0036454254224970156,0.019707486835341282,0.00015018198,24.022346368715084,7.8,low
SLD-00070,UNIT-005,2026-09-02,0.0018984942543307259,0.017384961867399098,0.00038044577,41.899441340782126,13.0,low
SLD-00071,UNIT-008,2026-09-02,0.3589116803576036,0.26467503565777106,0.013234518,64.80446927374301,34.3,moderate
SLD-00072,UNIT-002,2026-09-02,0.09878801562426354,0.19116963866659178,0.010456615,46.927374301675975,21.1,low
SLD-00073,UNIT-005,2026-09-02,0.051139940589741056,0.044832911674736395,0.0019616026,58.10055865921788,19.7,low
SLD-00074,UNIT-002,2026-09-02,0.00043330890069710265,0.0017328148670690956,6.301917e-05,67.59776536312849,20.3,low
SLD-00075,UNIT-007,2026-09-02,0.5141332017519445,0.3919888690430371,0.018997844,61.452513966480446,40.0,moderate
SLD-00076,UNIT-005,2026-09-02,0.022698985594860714,0.022007196522890734,0.0009536653,42.45810055865922,13.8,low
SLD-00077,UNIT-003,2026-09-02,0.006389624342125635,0.006510338576097546,5.8417027e-05,45.2513966480447,13.9,low
SLD-00078,UNIT-003,2026-09-02,0.00037086577578248166,0.00044983082874823195,0.00015078952,86.03351955307262,25.8,low
SLD-00079,UNIT-006,2026-09-02,0.0028000213668488826,0.008436557808458088,0.00013975809,43.575418994413404,13.3,low
SLD-00080,UNIT-007,2026-09-02,0.9587818367309388,0.8907899094640712,0.118190855,93.85474860335195,74.1,elevated
SLD-00081,UNIT-009,2026-09-02,0.07084500194173089,0.1483250059433175,0.009010856,77.6536312849162,28.6,low
SLD-00082,UNIT-004,2026-09-02,0.9860760383742538,0.9331220487049795,0.9455603,96.64804469273743,95.8,high
SLD-00083,UNIT-002,2026-09-02,0.02665926824727947,0.021426626709076777,0.00015593552,74.86033519553072,23.6,low
SLD-00084,UNIT-008,2026-09-02,0.06962518137172326,0.10075244708066511,0.002818726,16.75977653631285,9.1,low
SLD-00085,UNIT-006,2026-09-02,0.2230969612323736,0.305159447487011,0.040852517,58.659217877094974,30.9,low
SLD-00086,UNIT-007,2026-09-02,0.45807065641477096,0.2875728855106254,0.024644135,18.994413407821227,23.7,low
SLD-00087,UNIT-001,2026-09-02,0.2745380264567673,0.6483080364980942,0.07400865,91.62011173184358,50.7,moderate
SLD-00088,UNIT-003,2026-09-02,0.07289350575325627,0.06777742787667008,0.0013961144,19.553072625698324,9.2,low
SLD-00089,UNIT-007,2026-09-02,0.8544628297120659,0.768777434819453,0.23264048,67.0391061452514,63.4,moderate
SLD-00090,UNIT-008,2026-09-02,0.14531667644601826,0.25786256025819265,0.013566054,82.12290502793296,34.4,moderate
SLD-00091,UNIT-004,2026-09-02,0.0021661198533182184,0.007737814620617954,8.4968815e-05,89.94413407821229,27.2,low
SLD-00092,UNIT-008,2026-09-02,0.0003219406266018117,0.003289732104373127,0.00015951491,51.955307262569825,15.7,low
SLD-00093,UNIT-008,2026-09-02,0.8415913804115399,0.7172133074028944,0.16688657,55.865921787709496,57.0,moderate
SLD-00094,UNIT-004,2026-09-02,0.04415657514132706,0.022285924109631674,0.00041846043,59.217877094972074,19.3,low
SLD-00095,UNIT-009,2026-09-02,0.03946135066731909,0.01527775533026975,0.0017186293,9.497206703910614,4.2,low
SLD-00096,UNIT-003,2026-09-02,0.007077925490654173,0.005669274442656354,9.9731544e-05,15.64245810055866,5.0,low
SLD-00097,UNIT-003,2026-09-02,0.023937281012320757,0.004353450551416726,0.00036221696,30.726256983240223,9.9,low
SLD-00098,UNIT-007,2026-09-02,0.07973957698268244,0.08500112126138179,0.008419823,4.4692737430167595,5.4,low
SLD-00099,UNIT-006,2026-09-02,0.016736077391477443,0.011812595314902327,0.0010873916,13.40782122905028,4.7,low
SLD-00100,UNIT-002,2026-09-02,0.006052811598224661,0.006438134215377586,0.00011814295,32.960893854748605,10.2,low
SLD-00101,UNIT-008,2026-09-02,0.4504846373186953,0.4807445664598807,0.0506136,37.43016759776536,34.1,moderate
SLD-00102,UNIT-002,2026-09-02,0.007168622390610459,0.0007090034454149377,8.529313e-05,27.932960893854748,8.6,low
SLD-00103,UNIT-008,2026-09-02,0.08374274363572762,0.23735023663681118,0.003070672,83.24022346368714,32.5,low
SLD-00104,UNIT-001,2026-09-02,0.5152611486336122,0.7291310732606138,0.29801515,97.20670391061452,65.2,moderate
SLD-00105,UNIT-008,2026-09-02,0.9956722180965563,0.9824356584847564,0.97954273,88.26815642458101,95.5,high
SLD-00106,UNIT-008,2026-09-02,0.006781888956209277,0.007862747052939628,0.00025437775,69.83240223463687,21.3,low
SLD-00107,UNIT-008,2026-09-02,0.05527394797209098,0.021029862549625734,0.00042074526,51.39664804469274,17.2,low
SLD-00108,UNIT-006,2026-09-02,0.0002914660373798907,0.009694298934833109,0.000105132305,92.17877094972067,27.9,low
SLD-00109,UNIT-005,2026-09-02,0.008583848663547335,0.014361518467629125,0.0002521966,44.6927374301676,13.9,low
SLD-00110,UNIT-007,2026-09-02,0.007810026989083205,0.010174861680456917,0.0002483705,35.19553072625698,11.0,low
SLD-00111,UNIT-003,2026-09-02,0.9159853267027885,0.9189038462028614,0.35309014,89.3854748603352,77.9,elevated
SLD-00112,UNIT-008,2026-09-02,0.03158434073615136,0.01243833691460143,0.00012198205,17.877094972067038,6.4,low
SLD-00113,UNIT-006,2026-09-02,0.2712589166442391,0.3099098351141181,0.04465527,66.4804469273743,34.5,moderate
SLD-00114,UNIT-005,2026-09-02,0.00031361813766705814,0.0004651468967708336,4.9534094e-05,50.27932960893855,15.1,low
SLD-00115,UNIT-005,2026-09-02,0.005104495081362647,0.008346961060169718,0.00017261568,25.69832402234637,8.0,low
SLD-00116,UNIT-006,2026-09-02,0.03580470195778451,0.07374079601767562,0.0007536365,55.3072625698324,19.2,low
SLD-00117,UNIT-001,2026-09-02,0.12548203514665054,0.08412640947207939,0.0031432544,63.687150837988824,24.1,low
SLD-00118,UNIT-002,2026-09-02,0.11412960445625131,0.042723741791296226,0.0009594566,31.843575418994412,13.2,low
SLD-00119,UNIT-003,2026-09-02,0.045132739598084344,0.11860688812350141,0.0027916897,49.162011173184354,18.6,low
SLD-00120,UNIT-002,2026-09-02,0.0030398973239934017,0.0019340514162551762,0.00022620888,53.072625698324025,16.0,low
SLD-00121,UNIT-004,2026-09-02,0.19180465141520114,0.2485124614527883,0.009309512,84.91620111731844,36.0,moderate
SLD-00122,UNIT-007,2026-09-02,0.802815211011991,0.7406851225680702,0.18153995,65.36312849162012,59.9,moderate
SLD-00123,UNIT-006,2026-09-02,0.23117159952630179,0.05325868371121014,0.0067991866,5.027932960893855,8.3,low
SLD-00124,UNIT-005,2026-09-02,0.025843982856610905,0.03457702924103859,0.00068751205,26.81564245810056,9.5,low
SLD-00125,UNIT-008,2026-09-02,0.005287586643497872,0.009225122018810658,0.0001577043,44.134078212290504,13.6,low
SLD-00126,UNIT-006,2026-09-02,0.571554057202507,0.4436456029373373,0.062204238,21.787709497206702,31.7,low
SLD-00127,UNIT-001,2026-09-02,0.4412311730422462,0.2283101723832856,0.032616388,60.893854748603346,34.7,moderate
SLD-00128,UNIT-007,2026-09-02,0.03350439219935686,0.06462726353801175,0.0010852705,45.81005586592179,16.1,low
SLD-00129,UNIT-006,2026-09-02,0.016813988039223682,0.048315125048972285,0.00065870624,87.70949720670392,27.8,low
SLD-00130,UNIT-006,2026-09-02,0.0004759076817466082,0.0013546147985432561,9.158888e-05,23.463687150837988,7.1,low
SLD-00131,UNIT-006,2026-09-02,0.009276553161562708,0.07122680191773677,0.00052599754,78.77094972067039,25.5,low
SLD-00132,UNIT-005,2026-09-02,0.0014144178679704942,0.0029982968887198257,0.00011607044,39.66480446927375,12.0,low
SLD-00133,UNIT-001,2026-09-02,0.0006931068938068812,0.004129907470684115,0.00011377077,6.145251396648044,2.0,low
SLD-00134,UNIT-006,2026-09-02,0.0033892443274683216,0.0011639771070149213,0.0001319823,16.201117318435752,5.0,low
SLD-00135,UNIT-008,2026-09-02,0.021588745095538302,0.02360104120447906,0.00021382209,10.05586592178771,4.1,low
SLD-00136,UNIT-003,2026-09-02,0.00042692208275797093,0.0005295037122577373,0.00022375808,26.256983240223462,7.9,low
SLD-00137,UNIT-006,2026-09-02,0.0013376819317895876,0.0032277504190734705,0.00017369396,68.71508379888269,20.7,low
SLD-00138,UNIT-001,2026-09-02,0.019913783350290315,0.04190453753784847,0.00054999423,32.402234636871505,11.2,low
SLD-00139,UNIT-004,2026-09-02,0.0004969200006006166,0.004407061113085236,8.941812e-05,97.76536312849163,29.4,low
SLD-00140,UNIT-004,2026-09-02,0.004919792924717211,0.0010399718941814684,5.6385605e-05,3.910614525139665,1.3,low
SLD-00141,UNIT-009,2026-09-02,0.002103021180070198,0.0036272859340706195,0.00014705717,22.905027932960895,7.0,low
SLD-00142,UNIT-002,2026-09-02,0.048910934673961,0.09652519113851905,0.007595684,80.44692737430168,27.7,low
SLD-00143,UNIT-003,2026-09-02,0.027725997647656715,0.1292098584324561,0.003429516,93.29608938547486,31.7,low
SLD-00144,UNIT-004,2026-09-02,0.10328934302501978,0.14496678773741833,0.0056680804,36.87150837988827,17.0,low
SLD-00145,UNIT-009,2026-09-02,0.00035264648825165815,0.0012277803898021182,2.1933754e-05,72.06703910614524,21.7,low
SLD-00146,UNIT-008,2026-09-02,0.0017399501980640102,0.003305114875832701,0.0001653118,69.27374301675978,20.9,low
SLD-00147,UNIT-001,2026-09-02,0.005402522572965427,0.0012766810984778474,0.00020818479,14.52513966480447,4.5,low
SLD-00148,UNIT-003,2026-09-02,0.9878405718304535,0.9743192614181908,0.83871436,94.41340782122904,93.7,high
SLD-00149,UNIT-008,2026-09-02,0.06119880908666837,0.09237813278970411,0.0014848157,15.083798882681565,8.1,low
SLD-00150,UNIT-001,2026-09-02,0.01378646021283044,0.018428566029341793,0.0003915719,13.966480446927374,5.0,low
SLD-00151,UNIT-008,2026-09-02,0.059067841752077514,0.059498223306531366,0.001413855,1.1173184357541899,3.1,low
SLD-00152,UNIT-003,2026-09-02,0.00032975190141361615,0.0007744321062699445,4.954751e-05,79.88826815642457,24.0,low
SLD-00153,UNIT-009,2026-09-02,0.010691888249906502,0.006107488309419533,0.00024217258,0.5586592178770949,0.6,low
SLD-00154,UNIT-003,2026-09-02,0.011709983153711058,0.0018618543786630656,0.0001921859,49.72067039106145,15.2,low
SLD-00155,UNIT-004,2026-09-02,0.3606624693292534,0.24130654972295265,0.055226624,20.11173184357542,21.4,low
SLD-00156,UNIT-006,2026-09-02,0.00957411438271391,0.0031549305096104504,0.00011866366,1.675977653631285,0.8,low
SLD-00157,UNIT-002,2026-09-02,0.13917344599917664,0.11631931773868819,0.006812301,12.849162011173185,10.0,low
SLD-00158,UNIT-006,2026-09-02,0.016504500993101297,0.0423654279141193,0.00050663477,48.60335195530726,16.0,low
SLD-00159,UNIT-005,2026-09-02,0.8298511942134352,0.8358224640421583,0.42294073,82.68156424581005,73.5,elevated
SLD-00160,UNIT-008,2026-09-02,0.051179608486599235,0.006712646936638336,0.0004733126,29.05027932960894,10.1,low
SLD-00161,UNIT-009,2026-09-02,0.8909861318559362,0.8722128395021256,0.3764472,90.5027932960894,77.1,elevated
SLD-00162,UNIT-006,2026-09-02,0.00843229438382859,0.011213234430949128,0.0003444584,18.435754189944134,6.0,low
SLD-00163,UNIT-004,2026-09-02,0.33956575361052954,0.3679566594141709,0.063087136,34.07821229050279,28.2,low
SLD-00164,UNIT-004,2026-09-02,0.37456178510784655,0.4487993543931994,0.060454022,53.63128491620112,36.7,moderate
SLD-00165,UNIT-004,2026-09-02,0.8781896193750011,0.7208115173610382,0.21126977,96.08938547486034,71.1,elevated
SLD-00166,UNIT-008,2026-09-02,0.0061751090440593775,0.06402968438861918,0.0006232707,64.24581005586593,20.9,low
SLD-00167,UNIT-003,2026-09-02,0.3829893417760234,0.24194013387517108,0.00935141,88.8268156424581,41.4,moderate
SLD-00168,UNIT-002,2026-09-02,0.046114337768197025,0.10161157747944745,0.0015506794,86.59217877094973,29.5,low
SLD-00169,UNIT-004,2026-09-02,0.002448967507067639,0.0016793596238807078,4.7937698e-05,22.3463687150838,6.8,low
SLD-00170,UNIT-001,2026-09-02,0.011700060349397369,0.035183359161180275,0.0004593254,54.7486033519553,17.5,low
SLD-00171,UNIT-001,2026-09-02,0.017964909802840042,0.1496744553229684,0.0031178142,78.2122905027933,27.4,low
SLD-00172,UNIT-001,2026-09-02,0.0029152750161775876,0.0018577829548523251,0.000116664974,38.547486033519554,11.7,low
SLD-00173,UNIT-007,2026-09-02,0.0052630907694945364,0.029342384392381043,0.00015337596,74.30167597765363,23.1,low
SLD-00174,UNIT-007,2026-09-02,0.7289267664145264,0.6480287588380447,0.21745594,57.54189944134078,54.5,moderate
SLD-00175,UNIT-007,2026-09-02,0.0007999065840139922,0.0008804395984222728,5.767447e-05,46.36871508379888,14.0,low
SLD-00176,UNIT-005,2026-09-02,0.43947978533011467,0.38459860487162967,0.10463139,2.793296089385475,22.5,low
SLD-00177,UNIT-007,2026-09-02,0.8879301193513951,0.8160534821908847,0.46194038,95.53072625698324,79.2,elevated
SLD-00178,UNIT-002,2026-09-02,0.006331199633317435,0.007401273735284833,0.00035715685,25.139664804469277,7.9,low
SLD-00179,UNIT-009,2026-09-02,0.001716949644584453,0.005779958963022175,5.1721017e-05,52.513966480446925,15.9,low
SLD-00180,UNIT-005,2026-09-02,0.5546997039897165,0.51465250859686,0.060790934,62.56983240223464,45.1,moderate
